airport_name,airport_code,flights,run_id,load_timestamp,source,Latitude,Longitude
Minneapolis,MSP,340,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,44.882,-93.221802
Mexico City,MEX,336,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,19.4363,-99.072098
Riyadh,RUH,335,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,24.957599639892575,46.69879913330078
Ho Chi Minh City,SGN,324,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,10.8187999725,106.652000427
Detroit,DTW,323,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,42.212398529052734,-83.35340118408203
Washington,IAD,318,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,38.94449997,-77.45580292
Jeddah,JED,313,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,21.6796,39.156502
Manila,MNL,312,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,14.5086,121.019997
Vancouver,YVR,310,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,49.193901062,-123.183998108
Taipei,TPE,303,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,25.0777,121.233002
Washington,DCA,298,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,38.8521,-77.037697
Bangalore,BLR,297,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,13.1979,77.706299
Paris,ORY,296,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,48.7233333,2.3794444
Istanbul,SAW,295,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,40.898601532,29.3092002869
London,LGW,295,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,51.148102,-0.190278
Nanjing,NKG,290,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,31.742000579833984,118.86199951171876
Vienna,VIE,285,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,48.110298156738,16.569700241089
Zurich,ZRH,281,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,47.464699,8.54917
Copenhagen,CPH,281,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,55.617900848389,12.656000137329
Wuhan,WUH,280,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,30.7838,114.208
San Diego,SAN,274,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,32.7336006165,-117.190002441
Melbourne,MEL,273,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,-37.673302,144.843002
Urumqi,URC,270,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,43.90710067749024,87.47419738769531
Zhengzhou,CGO,268,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,34.519699096699995,113.841003418
Hanoi,HAN,266,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,21.221200942993164,105.80699920654295
Tokyo,NRT,265,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,35.7647018433,140.386001587
Doha,DOH,265,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,25.273056,51.608056
Antalya,AYT,265,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,36.898701,30.800501
Salt Lake City,SLC,263,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,40.78839874267578,-111.97799682617188
Nashville,BNA,263,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,36.1245002746582,-86.6781997680664
Changsha,CSX,260,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,28.1891994476,113.220001221
London,STN,256,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,51.8849983215,0.234999999404
Qingdao,TAO,256,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,36.2661018372,120.374000549
Milano,MXP,255,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,45.6306,8.72811
Chengdu,CTU,252,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,30.578500747680664,103.9469985961914
Manchester,MAN,252,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,53.35369873046875,-2.2749500274658203
Malaga,AGP,251,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,36.67490005493164,-4.499110221862793
Johannesburg,JNB,251,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,-26.1392,28.246
Fukuoka,FUK,248,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,33.585899353027344,130.4510040283203
Xiamen,XMN,244,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,24.54400062561035,118.12799835205078
Lisbon,LIS,242,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,38.7813,-9.13592
Oslo,OSL,238,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,60.121,11.0502
Montreal,YUL,237,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,45.4706001282,-73.7407989502
Cairo,CAI,235,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,30.12190055847168,31.40559959411621
Brisbane,BNE,228,248fb32d-30db-476d-a229-e20aa0e5dfcc,2026-06-30 08:57:33,https://www.flightsfrom.com/top-100-airports,-27.38419914245605,153.11700439453125
